horizon_days,horizon_row_position,source_row_index,video_id,channel_id,partition,cv_validation_fold
30,0,3,QSz4OGGb4zY,UCbR7juPwtP-bV_w0840ciYQ,development,3
30,1,8,8zHkhHRYMHE,UCfQfw--8dPGypR7sGcXJz0w,development,5
30,2,10,ha5WjylYCE4,UC1YGPDtctHGJWW0NrlQVklw,development,5
30,3,16,Zs2WpKXDeXQ,UCV-q7cRK5yFYEFzWuoQOmQQ,development,4
30,4,18,4lEAI8j41Yc,UCj5dmKmfkAR5Y4y_d9FW3og,development,4
30,5,20,yPfR0zseXd4,UCbR7juPwtP-bV_w0840ciYQ,development,3
30,6,22,iquxTYHThQ4,UCm_cUbvQZt8A02HMU6vyguA,development,4
30,7,28,k2FuyULedtU,UCBWG_GjopQPckewo1_IvhLQ,development,5
30,8,29,sEYb102c2Rw,UCbS_glb2N1NVTrDLVryRbng,development,4
30,9,30,krDxynTkSiM,UCsCp9NfFhRhL6DvDjWtAweg,development,1
30,10,34,s9_WbBpjcgQ,UCcijXxFzSXgoM6q9cCtT9PA,development,2
30,11,48,TtT8SVOua6s,UCVjyzr_EOtJLtLF_3VKfrWQ,development,2
30,12,50,Unnnx5Zodug,UCckltLEhFLv8Xz_lQhYfwmg,development,1
30,13,57,0Rdcp6Z6G0I,UCckltLEhFLv8Xz_lQhYfwmg,development,1
30,14,58,sJALyHJc6a0,UCCK3OZi788Ok44K97WAhLKQ,test_reserved,
30,15,60,-j4bb5-7oDc,UCckltLEhFLv8Xz_lQhYfwmg,development,1
30,16,66,9R41B-6F_60,UCxEgUOusX-Z7f7zWK_aA79A,development,5
30,17,69,5HJKMas6B5c,UCbRbdFTihZZCq8r5-bQa0sA,test_reserved,
30,18,79,v8EdCLtMJAA,UCh2Xwe7on2Oa2MBtk8zvEuw,development,3
30,19,83,3s6eZDNsOaY,UCfxrtRajRgkbSCct-w7jErQ,development,3
30,20,85,Kf6r0MoTOSk,UCF11-Puqxb0jdeWNc7F_Fcw,development,2
30,21,87,bFN4kuS8rro,UCh1GBh9K3ThnZkJjCdB5-bg,test_reserved,
30,22,90,Kr3eg0ZFhCU,UCekdpdajQ1JyGxUbmsN7nNA,development,3
30,23,92,jT-iqD4Wj2w,UCKQw2OwROuqrhOuiqSttu6g,test_reserved,
30,24,93,uiedAXcd2V8,UCvpO2ovuYdqZWHP0uIOOi1Q,development,5
30,25,103,l1c18xODRvE,UCLD_EGJOhzPx4qu1OhOfeJg,test_reserved,
30,26,116,Wp6ZMhOAB3Q,UCA5xW2Ce7KT2AtxzDYDebCA,development,4
30,27,122,98-sx2k4JjY,UCctwRj5yOB7cFYPc8z_rZSw,development,5
30,28,129,bTDcG-RLtWw,UCOtYyt7W5PmPnwQjWWF_Z-Q,development,3
30,29,138,mRomLtXpKRQ,UCRB8mrLCcwTPlJOMUy9MDUg,development,2
30,30,140,YggPl4J78zo,UCrVFS_0PdV7AwyTgR13IcVg,test_reserved,
30,31,144,MC7SXjEx1Cc,UCckltLEhFLv8Xz_lQhYfwmg,development,1
30,32,146,AlWW9zi-beo,UCAH7R88V7gz7RqJv78nNOzg,development,3
30,33,148,nWdNGE0WOcA,UCCK3OZi788Ok44K97WAhLKQ,test_reserved,
30,34,153,H6iqsMg2Mew,UCA5xW2Ce7KT2AtxzDYDebCA,development,4
30,35,154,O3GTlqpsyeE,UCYogjR8tl0p9hAtG4vmkksw,test_reserved,
30,36,156,3hDJydxvIXs,UCckltLEhFLv8Xz_lQhYfwmg,development,1
30,37,157,Gg2qa2-bJZM,UCIKg0Ev6Vq2M7hU7bL_jHFQ,development,3
30,38,159,LHKhw6MSjaY,UCbS_glb2N1NVTrDLVryRbng,development,4
30,39,162,UZCkNTpDwOA,UCAH7R88V7gz7RqJv78nNOzg,development,3
30,40,164,1rdsjSmKV_U,UCMxeqmVKOqiqh7V_A3h4gfA,development,2
30,41,166,iYWAkRKOG14,UCZG9GCS1vbvb_BF5Sh43abw,development,4
30,42,167,K1SRMJEqkGA,UCCK3OZi788Ok44K97WAhLKQ,test_reserved,
30,43,168,kVjeV7RAto0,UCbS_glb2N1NVTrDLVryRbng,development,4
30,44,182,NckZ3SoKWEI,UCc30sTBdN9LRSxEuHaXV_bQ,test_reserved,
30,45,186,2nKL6-E0qWc,UCcrsFwwoMvcXYpJ0XldIlVQ,development,5
30,46,202,zHds4L4VJq8,UCaESx7Bdghv_UICcG1hBkcg,development,2
30,47,208,W76d3ph3OO8,UCckltLEhFLv8Xz_lQhYfwmg,development,1
30,48,211,g0J7eKNIFlk,UCcijXxFzSXgoM6q9cCtT9PA,development,2
30,49,216,1GqB4dbD2Qs,UCbS_glb2N1NVTrDLVryRbng,development,4
30,50,220,QqdLcqXTbNI,UC0tV1b7IFEXFUUILF7mAcWw,development,5
30,51,225,JH4VfkM1fyk,UCWLyufh4wmZ10YM-jbWpYyQ,development,4
30,52,227,ylZ0f4UrYkw,UCckltLEhFLv8Xz_lQhYfwmg,development,1
30,53,228,2uutDw2dOkg,UC6jQt9K_jqnBNtsRf7hXHsA,development,2
30,54,231,yAtX6H3YOQY,UC61hH_E3HUjIweuWm20wuDg,development,1
30,55,232,ONJB5mBQNCU,UCCK3OZi788Ok44K97WAhLKQ,test_reserved,
30,56,238,DGKnem3aHUE,UC6ZbYPgeRROi5cBA6opqIcg,development,2
30,57,247,6zDvvqcK_6M,UC2q8im1fqNqwN0xEtlGwi1Q,development,5
30,58,248,P12zNaO4FYg,UCgnFSj7jQffD5V5m05j4dPw,development,5
30,59,250,6CnRN_T5uw4,UCbCAIiyYUDoFFIzXS0HxYTA,development,4
30,60,256,9wv2m_Ie7hg,UCJtl0GhFcswuh8R_Y-jcLwA,development,4
30,61,260,JXQoXHZAQ7g,UCcspHoBTj_aLhnJLwkMpWHQ,development,3
30,62,281,6Pqd15WVzXk,UCIKg0Ev6Vq2M7hU7bL_jHFQ,development,3
30,63,287,LENC438ADoQ,UCCK3OZi788Ok44K97WAhLKQ,test_reserved,
30,64,295,lw_QKsUH2KE,UCgnFSj7jQffD5V5m05j4dPw,development,5
30,65,301,GUhUVtdrPxA,UCOtYyt7W5PmPnwQjWWF_Z-Q,development,3
30,66,306,3b0At9h13Tk,UCcspHoBTj_aLhnJLwkMpWHQ,development,3
30,67,315,ixVswUV09K4,UCvZ8sPFxYngz2JN3DG93fOw,development,4
30,68,317,xGwTX1TKRWw,UCaIc6SgS90ud_RgMSC6hW_w,test_reserved,
30,69,331,ArCnk4bemqc,UCRDDfbYPHX_GUJ4lcQYTc8A,development,2
30,70,333,c1oLb3ex-jo,UC9ydRoXpQVhwb3sM7VY8xNg,development,3
30,71,337,lFBKe78lZdY,UCwUzrshKoIdDpdBLeyidDaQ,development,3
30,72,342,0YFlBi2wXU4,UCcijXxFzSXgoM6q9cCtT9PA,development,2
30,73,343,mqI2pQp_qqQ,UCaESx7Bdghv_UICcG1hBkcg,development,2
30,74,348,Q1li8OjA6jw,UCfctDMDRq0cS1N8ddyvLfAg,development,4
30,75,351,HADKqUBiZpM,UCV-q7cRK5yFYEFzWuoQOmQQ,development,4
30,76,358,BBRhRwYdnpI,UCfTCfcZwZ9U0jMO-6fVEYoQ,test_reserved,
